# id	name  (net.runelite.api.ItemID, runelite-api-1.12.35.jar)
6905	ANIMALS_BONES_6905
6906	ANIMALS_BONES_6906
6907	ANIMALS_BONES_6907
6908	BEGINNER_WAND
6910	APPRENTICE_WAND
6912	TEACHER_WAND
6914	MASTER_WAND
6916	INFINITY_TOP
6918	INFINITY_HAT
6920	INFINITY_BOOTS
6922	INFINITY_GLOVES
6924	INFINITY_BOTTOMS
6926	BONES_TO_PEACHES
6945	SANDY_HAND
6946	BEER_SOAKED_HAND
6947	BERTS_ROTA
6948	SANDYS_ROTA
6949	A_MAGIC_SCROLL
6950	MAGICAL_ORB
6951	MAGICAL_ORB_A
6952	TRUTH_SERUM
6953	BOTTLED_WATER
6954	REDBERRY_JUICE
6955	PINK_DYE
6956	ROSETINTED_LENS
6957	WIZARDS_HEAD
6958	SAND
6959	PINK_CAPE
6961	BAGUETTE
6962	TRIANGLE_SANDWICH
6963	ROLL
6964	COINS_6964
6965	SQUARE_SANDWICH
6966	PRISON_KEY_6966
6967	DRAGON_MED_HELM_6967
6969	SHARK_6969
6970	PYRAMID_TOP
6971	SANDSTONE_1KG
6973	SANDSTONE_2KG
6975	SANDSTONE_5KG
6977	SANDSTONE_10KG
6979	GRANITE_500G
6981	GRANITE_2KG
6983	GRANITE_5KG
6985	SANDSTONE_20KG
6986	SANDSTONE_32KG
6987	SANDSTONE_BODY
6988	SANDSTONE_BASE
6989	STONE_HEAD
6990	STONE_HEAD_6990
6991	STONE_HEAD_6991
6992	STONE_HEAD_6992
6993	Z_SIGIL
6994	M_SIGIL
6995	R_SIGIL
6996	K_SIGIL
6997	STONE_LEFT_ARM
6998	STONE_RIGHT_ARM
6999	STONE_LEFT_LEG
7000	STONE_RIGHT_LEG
7001	CAMEL_MOULD_P
7002	STONE_HEAD_7002
7003	CAMEL_MASK
7050	SWARM
7051	UNLIT_BUG_LANTERN
7053	LIT_BUG_LANTERN
7054	CHILLI_POTATO
7056	EGG_POTATO
7058	MUSHROOM_POTATO
7060	TUNA_POTATO
7062	CHILLI_CON_CARNE
7064	EGG_AND_TOMATO
7066	MUSHROOM__ONION
7068	TUNA_AND_CORN
7070	MINCED_MEAT
7072	SPICY_SAUCE
7074	CHOPPED_GARLIC
7076	UNCOOKED_EGG
7078	SCRAMBLED_EGG
7080	SLICED_MUSHROOMS
7082	FRIED_MUSHROOMS
7084	FRIED_ONIONS
7086	CHOPPED_TUNA
7088	SWEETCORN_7088
7090	BURNT_EGG
7092	BURNT_ONION
7094	BURNT_MUSHROOM
7096	BOARD_GAME_PIECE_7096
7097	BOARD_GAME_PIECE_7097
7098	BOARD_GAME_PIECE_7098
7099	BOARD_GAME_PIECE_7099
7100	BOARD_GAME_PIECE_7100
7101	BOARD_GAME_PIECE_7101
7102	BOARD_GAME_PIECE_7102
7103	BOARD_GAME_PIECE_7103
7104	BOARD_GAME_PIECE_7104
7105	BOARD_GAME_PIECE_7105
7106	BOARD_GAME_PIECE_7106
7107	BOARD_GAME_PIECE_7107
7108	GUNPOWDER
7109	FUSE
7110	STRIPY_PIRATE_SHIRT
7112	PIRATE_BANDANA
7114	PIRATE_BOOTS
7116	PIRATE_LEGGINGS
7118	CANISTER
7119	CANNON_BALL_7119
7120	RAMROD
7121	REPAIR_PLANK
7122	STRIPY_PIRATE_SHIRT_7122
7124	PIRATE_BANDANA_7124
7126	PIRATE_LEGGINGS_7126
7128	STRIPY_PIRATE_SHIRT_7128
7130	PIRATE_BANDANA_7130
7132	PIRATE_LEGGINGS_7132
7134	STRIPY_PIRATE_SHIRT_7134
7136	PIRATE_BANDANA_7136
7138	PIRATE_LEGGINGS_7138
7140	LUCKY_CUTLASS
7141	HARRYS_CUTLASS
7142	RAPIER
7143	PLUNDER
7144	BOOK_O_PIRACY
7145	CANNON_BARREL
7146	BROKEN_CANNON
7147	CANNON_BALLS
7148	REPAIR_PLANK_7148
7149	CANISTER_7149
7150	TACKS
7155	ROPE_7155
7156	TINDERBOX_7156
7157	BRAINDEATH_RUM
7158	DRAGON_2H_SWORD
7159	INSULATED_BOOTS
7160	KILLERWATT
7162	PIE_RECIPE_BOOK
7164	PART_MUD_PIE
7166	PART_MUD_PIE_7166
7168	RAW_MUD_PIE
7170	MUD_PIE
7172	PART_GARDEN_PIE
7174	PART_GARDEN_PIE_7174
7176	RAW_GARDEN_PIE
7178	GARDEN_PIE
7180	HALF_A_GARDEN_PIE
7182	PART_FISH_PIE
7184	PART_FISH_PIE_7184
7186	RAW_FISH_PIE
7188	FISH_PIE
7190	HALF_A_FISH_PIE
7192	PART_ADMIRAL_PIE
7194	PART_ADMIRAL_PIE_7194
7196	RAW_ADMIRAL_PIE
7198	ADMIRAL_PIE
7200	HALF_AN_ADMIRAL_PIE
7202	PART_WILD_PIE
7204	PART_WILD_PIE_7204
7206	RAW_WILD_PIE
7208	WILD_PIE
7210	HALF_A_WILD_PIE
7212	PART_SUMMER_PIE
7214	PART_SUMMER_PIE_7214
7216	RAW_SUMMER_PIE
7218	SUMMER_PIE
7220	HALF_A_SUMMER_PIE
7222	BURNT_RABBIT
7223	ROAST_RABBIT
7224	SKEWERED_RABBIT
7225	IRON_SPIT
7226	BURNT_CHOMPY
7228	COOKED_CHOMPY_7228
7230	SKEWERED_CHOMPY
7236	CLUE_SCROLL_EASY_7236
7237	CASKET_EASY_7237
7238	CLUE_SCROLL_EASY_7238
7239	CLUE_SCROLL_HARD_7239
7240	CASKET_HARD_7240
7241	CLUE_SCROLL_HARD_7241
7242	CASKET_HARD_7242
7243	CLUE_SCROLL_HARD_7243
7244	CASKET_HARD_7244
7245	CLUE_SCROLL_HARD_7245
7246	CASKET_HARD_7246
7247	CLUE_SCROLL_HARD_7247
7248	CLUE_SCROLL_HARD_7248
7249	CLUE_SCROLL_HARD_7249
7250	CLUE_SCROLL_HARD_7250
7251	CLUE_SCROLL_HARD_7251
7252	CLUE_SCROLL_HARD_7252
7253	CLUE_SCROLL_HARD_7253
7254	CLUE_SCROLL_HARD_7254
7255	CLUE_SCROLL_HARD_7255
7256	CLUE_SCROLL_HARD_7256
7257	CASKET_HARD_7257
7258	CLUE_SCROLL_HARD_7258
7259	CASKET_HARD_7259
7260	CLUE_SCROLL_HARD_7260
7261	CASKET_HARD_7261
7262	CLUE_SCROLL_HARD_7262
7263	CASKET_HARD_7263
7264	CLUE_SCROLL_HARD_7264
7265	CASKET_HARD_7265
7266	CLUE_SCROLL_HARD_7266
7267	CASKET_HARD_7267
7268	CLUE_SCROLL_HARD_7268
7269	CHALLENGE_SCROLL_HARD
7270	CLUE_SCROLL_HARD_7270
7271	CHALLENGE_SCROLL_HARD_7271
7272	CLUE_SCROLL_HARD_7272
7273	CHALLENGE_SCROLL_HARD_7273
7274	CLUE_SCROLL_MEDIUM_7274
7275	CHALLENGE_SCROLL_MEDIUM_7275
7276	CLUE_SCROLL_MEDIUM_7276
7277	CHALLENGE_SCROLL_MEDIUM_7277
7278	CLUE_SCROLL_MEDIUM_7278
7279	CHALLENGE_SCROLL_MEDIUM_7279
7280	CLUE_SCROLL_MEDIUM_7280
7281	CHALLENGE_SCROLL_MEDIUM_7281
7282	CLUE_SCROLL_MEDIUM_7282
7283	CHALLENGE_SCROLL_MEDIUM_7283
7284	CLUE_SCROLL_MEDIUM_7284
7285	CHALLENGE_SCROLL_MEDIUM_7285
7286	CLUE_SCROLL_MEDIUM_7286
7287	CASKET_MEDIUM_7287
7288	CLUE_SCROLL_MEDIUM_7288
7289	CASKET_MEDIUM_7289
7290	CLUE_SCROLL_MEDIUM_7290
7291	CASKET_MEDIUM_7291
7292	CLUE_SCROLL_MEDIUM_7292
7293	CASKET_MEDIUM_7293
7294	CLUE_SCROLL_MEDIUM_7294
7295	CASKET_MEDIUM_7295
7296	CLUE_SCROLL_MEDIUM_7296
7297	KEY_MEDIUM_7297
7298	CLUE_SCROLL_MEDIUM_7298
7299	KEY_MEDIUM_7299
7300	CLUE_SCROLL_MEDIUM_7300
7301	CLUE_SCROLL_MEDIUM_7301
7302	KEY_MEDIUM_7302
7303	CLUE_SCROLL_MEDIUM_7303
7304	CLUE_SCROLL_MEDIUM_7304
7305	CLUE_SCROLL_MEDIUM_7305
7306	CASKET_MEDIUM_7306
7307	CLUE_SCROLL_MEDIUM_7307
7308	CASKET_MEDIUM_7308
7309	CLUE_SCROLL_MEDIUM_7309
7310	CASKET_MEDIUM_7310
7311	CLUE_SCROLL_MEDIUM_7311
7312	CASKET_MEDIUM_7312
7313	CLUE_SCROLL_MEDIUM_7313
7314	CASKET_MEDIUM_7314
7315	CLUE_SCROLL_MEDIUM_7315
7316	CASKET_MEDIUM_7316
7317	CLUE_SCROLL_MEDIUM_7317
7318	CASKET_MEDIUM_7318
7319	RED_BOATER
7321	ORANGE_BOATER
7323	GREEN_BOATER
7325	BLUE_BOATER
7327	BLACK_BOATER
7329	RED_FIRELIGHTER
7330	GREEN_FIRELIGHTER
7331	BLUE_FIRELIGHTER
7332	BLACK_SHIELD_H1
7334	ADAMANT_SHIELD_H1
7336	RUNE_SHIELD_H1
7338	BLACK_SHIELD_H2
7340	ADAMANT_SHIELD_H2
7342	RUNE_SHIELD_H2
7344	BLACK_SHIELD_H3
7346	ADAMANT_SHIELD_H3
7348	RUNE_SHIELD_H3
7350	BLACK_SHIELD_H4
7352	ADAMANT_SHIELD_H4
7354	RUNE_SHIELD_H4
7356	BLACK_SHIELD_H5
7358	ADAMANT_SHIELD_H5
7360	RUNE_SHIELD_H5
7362	STUDDED_BODY_G
7364	STUDDED_BODY_T
7366	STUDDED_CHAPS_G
7368	STUDDED_CHAPS_T
7370	GREEN_DHIDE_BODY_G
7372	GREEN_DHIDE_BODY_T
7374	BLUE_DHIDE_BODY_G
7376	BLUE_DHIDE_BODY_T
7378	GREEN_DHIDE_CHAPS_G
7380	GREEN_DHIDE_CHAPS_T
7382	BLUE_DHIDE_CHAPS_G
7384	BLUE_DHIDE_CHAPS_T
7386	BLUE_SKIRT_G
7388	BLUE_SKIRT_T
7390	BLUE_WIZARD_ROBE_G
7392	BLUE_WIZARD_ROBE_T
7394	BLUE_WIZARD_HAT_G
7396	BLUE_WIZARD_HAT_T
7398	ENCHANTED_ROBE
7399	ENCHANTED_TOP
7400	ENCHANTED_HAT
7404	RED_LOGS
7405	GREEN_LOGS
7406	BLUE_LOGS
7408	DRAYNOR_SKULL
7409	MAGIC_SECATEURS
7410	QUEENS_SECATEURS
7411	SYMPTOMS_LIST
7413	BIRD_NEST_7413
7414	PADDLE
7416	MOLE_CLAW
7418	MOLE_SKIN
7420	MUTATED_ZYGOMITE
7421	FUNGICIDE_SPRAY_10
7422	FUNGICIDE_SPRAY_9
7423	FUNGICIDE_SPRAY_8
7424	FUNGICIDE_SPRAY_7
7425	FUNGICIDE_SPRAY_6
7426	FUNGICIDE_SPRAY_5
7427	FUNGICIDE_SPRAY_4
7428	FUNGICIDE_SPRAY_3
7429	FUNGICIDE_SPRAY_2
7430	FUNGICIDE_SPRAY_1
7431	FUNGICIDE_SPRAY_0
7432	FUNGICIDE
7433	WOODEN_SPOON
7435	EGG_WHISK
7437	SPORK
7439	SPATULA
7441	FRYING_PAN
7443	SKEWER
7445	ROLLING_PIN
7447	KITCHEN_KNIFE
7449	MEAT_TENDERISER
7451	CLEAVER
7453	HARDLEATHER_GLOVES
7454	BRONZE_GLOVES
7455	IRON_GLOVES
7456	STEEL_GLOVES
7457	BLACK_GLOVES
7458	MITHRIL_GLOVES
7459	ADAMANT_GLOVES
7460	RUNE_GLOVES
7461	DRAGON_GLOVES
7462	BARROWS_GLOVES
7463	CORNFLOUR
7464	BOOK_ON_CHICKENS
7465	VANILLA_POD
7466	CORNFLOUR_7466
7468	POT_OF_CORNFLOUR
7470	CORNFLOUR_MIXTURE
7471	MILKY_MIXTURE
7472	CINNAMON
7473	BRULEE
7474	BRULEE_7474
7475	BRULEE_7475
7476	BRULEE_SUPREME
7477	EVIL_CHICKENS_EGG
7478	DRAGON_TOKEN
7479	SPICY_STEW
7480	RED_SPICE_4
7481	RED_SPICE_3
7482	RED_SPICE_2
7483	RED_SPICE_1
7484	ORANGE_SPICE_4
7485	ORANGE_SPICE_3
7486	ORANGE_SPICE_2
7487	ORANGE_SPICE_1
7488	BROWN_SPICE_4
7489	BROWN_SPICE_3
7490	BROWN_SPICE_2
7491	BROWN_SPICE_1
7492	YELLOW_SPICE_4
7493	YELLOW_SPICE_3
7494	YELLOW_SPICE_2
7495	YELLOW_SPICE_1
7496	EMPTY_SPICE_SHAKER
7497	DIRTY_BLAST
7498	ANTIQUE_LAMP_7498
7505	RED_CRAB
7508	ASGOLDIAN_ALE
7509	DWARVEN_ROCK_CAKE
7510	DWARVEN_ROCK_CAKE_7510
7511	SLOP_OF_COMPROMISE
7512	SOGGY_BREAD
7513	SPICY_MAGGOTS
7514	DYED_ORANGE
7515	BREADCRUMBS
7516	KELP
7517	GROUND_KELP
7518	GIANT_CRAB_MEAT
7519	GIANT_CRAB_MEAT_7519
7520	BURNT_GIANT_CRAB_MEAT
7521	COOKED_GIANT_CRAB_MEAT
7523	COOKED_GIANT_CRAB_MEAT_7523
7524	COOKED_GIANT_CRAB_MEAT_7524
7525	COOKED_GIANT_CRAB_MEAT_7525
7526	COOKED_GIANT_CRAB_MEAT_7526
7527	GROUND_GIANT_CRAB_MEAT
7528	GROUND_COD
7529	RAW_FISHCAKE
7530	COOKED_FISHCAKE
7531	BURNT_FISHCAKE
7532	MUDSKIPPER_HIDE
7533	ROCK_7533
7534	FISHBOWL_HELMET
7535	DIVING_APPARATUS
7536	FRESH_CRAB_CLAW
7537	CRAB_CLAW
7538	FRESH_CRAB_SHELL
7539	CRAB_HELMET
7540	BROKEN_CRAB_CLAW
7541	BROKEN_CRAB_SHELL
7542	CAKE_OF_GUIDANCE
7543	RAW_GUIDE_CAKE
7544	ENCHANTED_EGG
7545	ENCHANTED_MILK
7546	ENCHANTED_FLOUR
7547	DRUID_POUCH_7547
7548	POTATO_SEED_7548
7550	ONION_SEED_7550
7552	MITHRIL_ARROW_7552
7554	FIRE_RUNE_7554
7556	WATER_RUNE_7556
7558	AIR_RUNE_7558
7560	CHAOS_RUNE_7560
7562	TOMATO_SEED_7562
7564	BALLOON_TOAD
7565	BALLOON_TOAD_7565
7566	RAW_JUBBLY
7568	COOKED_JUBBLY
7570	BURNT_JUBBLY
7572	RED_BANANA
7573	TCHIKI_MONKEY_NUTS
7574	SLICED_RED_BANANA
7575	TCHIKI_NUT_PASTE
7576	SNAKE_CORPSE
7577	RAW_STUFFED_SNAKE
7578	ODD_STUFFED_SNAKE
7579	STUFFED_SNAKE
7580	SNAKE_OVERCOOKED
7581	OVERGROWN_HELLCAT
7582	HELL_CAT
7583	HELLKITTEN
7584	LAZY_HELL_CAT
7585	WILY_HELLCAT
7586	DUMMY
7587	COFFIN
7588	COFFIN_7588
7589	COFFIN_7589
7590	COFFIN_7590
7591	COFFIN_7591
7592	ZOMBIE_SHIRT
7593	ZOMBIE_TROUSERS
7594	ZOMBIE_MASK
7595	ZOMBIE_GLOVES
7596	ZOMBIE_BOOTS
7597	ITEM
7598	ITEM_7598
7599	ITEM_7599
7600	ITEM_7600
7601	ITEM_7601
7602	ITEM_7602
7603	ITEM_7603
7604	ITEM_7604
7605	ITEM_7605
7606	ITEM_7606
7607	ITEM_7607
7608	ITEM_7608
7609	ITEM_7609
7610	ITEM_7610
7611	ITEM_7611
7612	ITEM_7612
7613	ITEM_7613
7614	ITEM_7614
7615	ITEM_7615
7616	ITEM_7616
7617	ITEM_7617
7618	ITEM_7618
7622	BUCKET_OF_RUBBLE
7624	BUCKET_OF_RUBBLE_7624
7626	BUCKET_OF_RUBBLE_7626
7628	PLASTER_FRAGMENT
7629	DUSTY_SCROLL
7630	CRATE
7632	TEMPLE_LIBRARY_KEY
7633	THE_SLEEPING_SEVEN
7634	HISTORIES_OF_THE_HALLOWLAND
7635	MODERN_DAY_MORYTANIA
7636	ROD_DUST
7637	SILVTHRILL_ROD
7638	SILVTHRILL_ROD_7638
7639	ROD_OF_IVANDIS_10
7640	ROD_OF_IVANDIS_9
7641	ROD_OF_IVANDIS_8
7642	ROD_OF_IVANDIS_7
7643	ROD_OF_IVANDIS_6
7644	ROD_OF_IVANDIS_5
7645	ROD_OF_IVANDIS_4
7646	ROD_OF_IVANDIS_3
7647	ROD_OF_IVANDIS_2
7648	ROD_OF_IVANDIS_1
7649	ROD_MOULD
7650	SILVER_DUST
7652	GUTHIX_BALANCE_UNF
7654	GUTHIX_BALANCE_UNF_7654
7656	GUTHIX_BALANCE_UNF_7656
7658	GUTHIX_BALANCE_UNF_7658
7660	GUTHIX_BALANCE4
7662	GUTHIX_BALANCE3
7664	GUTHIX_BALANCE2
7666	GUTHIX_BALANCE1
7668	GADDERHAMMER
7671	BOXING_GLOVES
7673	BOXING_GLOVES_7673
7675	WOODEN_SWORD
7676	WOODEN_SHIELD_7676
7677	TREASURE_STONE
7678	PRIZE_KEY
7679	PUGEL
7681	GAME_BOOK
7682	HOOP
7684	DART
7686	BOW_AND_ARROW
7688	KETTLE
7690	FULL_KETTLE
7691	HOT_KETTLE
7692	POT_OF_TEA_4
7694	POT_OF_TEA_3
7696	POT_OF_TEA_2
7698	POT_OF_TEA_1
7700	TEAPOT_WITH_LEAVES
7702	TEAPOT
7704	POT_OF_TEA_4_7704
7706	POT_OF_TEA_3_7706
7708	POT_OF_TEA_2_7708
7710	POT_OF_TEA_1_7710
7712	TEAPOT_WITH_LEAVES_7712
7714	TEAPOT_7714
7716	POT_OF_TEA_4_7716
7718	POT_OF_TEA_3_7718
7720	POT_OF_TEA_2_7720
7722	POT_OF_TEA_1_7722
7724	TEAPOT_WITH_LEAVES_7724
7726	TEAPOT_7726
7728	EMPTY_CUP_7728
7730	CUP_OF_TEA_7730
7731	CUP_OF_TEA_7731
7732	PORCELAIN_CUP_7732
7733	CUP_OF_TEA_7733
7734	CUP_OF_TEA_7734
7735	PORCELAIN_CUP_7735
7736	CUP_OF_TEA_7736
7737	CUP_OF_TEA_7737
7738	TEA_LEAVES
7740	BEER_7740
7742	BEER_GLASS_7742
7744	ASGARNIAN_ALE_7744
7746	GREENMANS_ALE_7746
7748	DRAGON_BITTER_7748
7750	MOONLIGHT_MEAD_7750
7752	CIDER_7752
7754	CHEFS_DELIGHT_7754
7756	PAINTBRUSH
7759	TOY_SOLDIER
7761	TOY_SOLDIER_WOUND
7763	TOY_DOLL
7765	TOY_DOLL_WOUND
7767	TOY_MOUSE
7769	TOY_MOUSE_WOUND
7771	TOY_CAT
7773	BRANCH_7773
7774	REWARD_TOKEN
7775	REWARD_TOKEN_7775
7776	REWARD_TOKEN_7776
7777	LONG_VINE
7778	SHORT_VINE
7779	FISHING_TOME
7780	FISHING_TOME_7780
7781	FISHING_TOME_7781
7782	AGILITY_TOME
7783	AGILITY_TOME_7783
7784	AGILITY_TOME_7784
7785	THIEVING_TOME
7786	THIEVING_TOME_7786
7787	THIEVING_TOME_7787
7788	SLAYER_TOME
7789	SLAYER_TOME_7789
7790	SLAYER_TOME_7790
7791	MINING_TOME
7792	MINING_TOME_7792
7793	MINING_TOME_7793
7794	FIREMAKING_TOME
7795	FIREMAKING_TOME_7795
7796	FIREMAKING_TOME_7796
7797	WOODCUTTING_TOME
7798	WOODCUTTING_TOME_7798
7799	WOODCUTTING_TOME_7799
7800	SNAIL_SHELL
7801	SNAKE_HIDE_7801
7803	YIN_YANG_AMULET
7804	ANCIENT_MJOLNIR
7806	ANGER_SWORD
7807	ANGER_BATTLEAXE
7808	ANGER_MACE
7809	ANGER_SPEAR
7810	JUG_OF_VINEGAR
7811	POT_OF_VINEGAR
7812	GOBLIN_SKULL
7813	BONE_IN_VINEGAR
7814	GOBLIN_SKULL_7814
7815	BEAR_RIBS
7816	BONE_IN_VINEGAR_7816
7817	BEAR_RIBS_7817
7818	RAM_SKULL
7819	BONE_IN_VINEGAR_7819
7820	RAM_SKULL_7820
7821	UNICORN_BONE
7822	BONE_IN_VINEGAR_7822
7823	UNICORN_BONE_7823
7824	GIANT_RAT_BONE
7825	BONE_IN_VINEGAR_7825
7826	GIANT_RAT_BONE_7826
7827	GIANT_BAT_WING
7828	BONE_IN_VINEGAR_7828
7829	GIANT_BAT_WING_7829
7830	WOLF_BONE
7831	BONE_IN_VINEGAR_7831
7832	WOLF_BONE_7832
7833	BAT_WING
7834	BONE_IN_VINEGAR_7834
7835	BAT_WING_7835
7836	RAT_BONE
7837	BONE_IN_VINEGAR_7837
7838	RAT_BONE_7838
7839	BABY_DRAGON_BONE
7840	BONE_IN_VINEGAR_7840
7841	BABY_DRAGON_BONE_7841
7842	OGRE_RIBS
7843	BONE_IN_VINEGAR_7843
7844	OGRE_RIBS_7844
7845	JOGRE_BONE
7846	BONE_IN_VINEGAR_7846
7847	JOGRE_BONE_7847
7848	ZOGRE_BONE
7849	BONE_IN_VINEGAR_7849
7850	ZOGRE_BONE_7850
7851	MOGRE_BONE
7852	BONE_IN_VINEGAR_7852
7853	MOGRE_BONE_7853
7854	MONKEY_PAW
7855	BONE_IN_VINEGAR_7855
7856	MONKEY_PAW_7856
7857	DAGANNOTH_RIBS
7858	BONE_IN_VINEGAR_7858
7859	DAGANNOTH_RIBS_7859
7860	SNAKE_SPINE
7861	BONE_IN_VINEGAR_7861
7862	SNAKE_SPINE_7862
7863	ZOMBIE_BONE
7864	BONE_IN_VINEGAR_7864
7865	ZOMBIE_BONE_7865
7866	WEREWOLF_BONE
7867	BONE_IN_VINEGAR_7867
7868	WEREWOLF_BONE_7868
7869	MOSS_GIANT_BONE
7870	BONE_IN_VINEGAR_7870
7871	MOSS_GIANT_BONE_7871
7872	FIRE_GIANT_BONE
7873	BONE_IN_VINEGAR_7873
7874	FIRE_GIANT_BONE_7874
7875	ICE_GIANT_RIBS
7876	BONE_IN_VINEGAR_7876
7877	ICE_GIANT_RIBS_7877
7878	TERRORBIRD_WING
7879	BONE_IN_VINEGAR_7879
7880	TERRORBIRD_WING_7880
7881	GHOUL_BONE
7882	BONE_IN_VINEGAR_7882
7883	GHOUL_BONE_7883
7884	TROLL_BONE
7885	BONE_IN_VINEGAR_7885
7886	TROLL_BONE_7886
7887	SEAGULL_WING
7888	BONE_IN_VINEGAR_7888
7889	SEAGULL_WING_7889
7890	UNDEAD_COW_RIBS
7891	BONE_IN_VINEGAR_7891
7892	UNDEAD_COW_RIBS_7892
7893	EXPERIMENT_BONE
7894	BONE_IN_VINEGAR_7894
7895	EXPERIMENT_BONE_7895
7896	RABBIT_BONE
7897	BONE_IN_VINEGAR_7897
7898	RABBIT_BONE_7898
7899	BASILISK_BONE
7900	BONE_IN_VINEGAR_7900
7901	BASILISK_BONE_7901
7902	DESERT_LIZARD_BONE
7903	BONE_IN_VINEGAR_7903
7904	DESERT_LIZARD_BONE_7904
7905	CAVE_GOBLIN_SKULL
7906	BONE_IN_VINEGAR_7906
7907	CAVE_GOBLIN_SKULL_7907
7908	BIG_FROG_LEG
7909	BONE_IN_VINEGAR_7909
7910	BIG_FROG_LEG_7910
7911	VULTURE_WING
7912	BONE_IN_VINEGAR_7912
7913	VULTURE_WING_7913
7914	JACKAL_BONE
7915	BONE_IN_VINEGAR_7915
7916	JACKAL_BONE_7916
7917	RAM_SKULL_HELM
7918	BONESACK
7919	BOTTLE_OF_WINE
7921	EMPTY_WINE_BOTTLE
7922	AL_KHARID_FLYER
7927	EASTER_RING
7928	EASTER_EGG_7928
7929	EASTER_EGG_7929
7930	EASTER_EGG_7930
7931	EASTER_EGG_7931
7932	EASTER_EGG_7932
7933	EASTER_EGG_7933
7934	FIELD_RATION
7936	PURE_ESSENCE
7938	DARK_ESSENCE_FRAGMENTS
7939	TORTOISE_SHELL
7941	IRON_SHEET
7942	FRESH_MONKFISH
7943	FRESH_MONKFISH_7943
7944	RAW_MONKFISH
7946	MONKFISH
7948	BURNT_MONKFISH
7950	BONE_SEEDS
7951	HERMANS_BOOK
7952	AXE_HANDLE_7952
7954	BURNT_SHRIMP
7956	CASKET_7956
7957	WHITE_APRON_7957
7958	MINING_PROP
7959	HEAVY_BOX
7960	EMPTY_BOX
7961	BURNT_DIARY
7962	BURNT_DIARY_7962
7963	BURNT_DIARY_7963
7964	BURNT_DIARY_7964
7965	BURNT_DIARY_7965
7966	LETTER_7966
7967	ENGINE
7968	SCROLL_7968
7969	PULLEY_BEAM
7970	LONG_PULLEY_BEAM
7971	LONGER_PULLEY_BEAM
7972	LIFT_MANUAL
7973	BEAM
7974	SERVANT_BELL
7975	CRAWLING_HAND_7975
7976	COCKATRICE_HEAD
7977	BASILISK_HEAD
7978	KURASK_HEAD
7979	ABYSSAL_HEAD
7980	KBD_HEADS
7981	KQ_HEAD
7982	STUFFED_CRAWLING_HAND
7983	STUFFED_COCKATRICE_HEAD
7984	STUFFED_BASILISK_HEAD
7985	STUFFED_KURASK_HEAD
7986	STUFFED_ABYSSAL_HEAD
7987	STUFFED_KBD_HEADS
7988	STUFFED_KQ_HEAD
7989	BIG_BASS
7990	STUFFED_BIG_BASS
7991	BIG_SWORDFISH
7992	STUFFED_BIG_SWORDFISH
7993	BIG_SHARK
7994	STUFFED_BIG_SHARK
7995	ARTHUR_PORTRAIT
7996	ELENA_PORTRAIT
7997	KELDAGRIM_PORTRAIT
7998	MISC_PORTRAIT
7999	DESERT_PAINTING
8000	ISAFDAR_PAINTING
8001	KARAMJA_PAINTING
8002	LUMBRIDGE_PAINTING
8003	MORYTANIA_PAINTING
8004	SMALL_MAP
8005	MEDIUM_MAP
8006	LARGE_MAP
8007	VARROCK_TELEPORT
8008	LUMBRIDGE_TELEPORT
8009	FALADOR_TELEPORT
8010	CAMELOT_TELEPORT
8011	ARDOUGNE_TELEPORT
8012	WATCHTOWER_TELEPORT
8013	TELEPORT_TO_HOUSE
8014	BONES_TO_BANANAS
8015	BONES_TO_PEACHES_8015
8016	ENCHANT_SAPPHIRE_OR_OPAL
8017	ENCHANT_EMERALD_OR_JADE
8018	ENCHANT_RUBY_OR_TOPAZ
8019	ENCHANT_DIAMOND
8020	ENCHANT_DRAGONSTONE
8021	ENCHANT_ONYX
8022	TELEKINETIC_GRAB
8023	BOXING_RING
8024	FENCING_RING
8025	COMBAT_RING
8026	RANGING_PEDESTALS
8027	BALANCE_BEAM
8028	GLOVE_RACK
8029	WEAPONS_RACK
8030	EXTRA_WEAPONS_RACK
8031	WOODEN_BED
8032	OAK_BED
8033	LARGE_OAK_BED
8034	TEAK_BED
8035	LARGE_TEAK_BED
8036	_4POSTER
8037	GILDED_4POSTER
8038	SHOE_BOX
8039	OAK_DRAWERS
8040	OAK_WARDROBE
8041	TEAK_DRAWERS
8042	TEAK_WARDROBE
8043	MAHOGANY_WARDROBE
8044	GILDED_WARDROBE
8045	SHAVING_STAND
8046	OAK_SHAVING_STAND
8047	OAK_DRESSER
8048	TEAK_DRESSER
8049	FANCY_TEAK_DRESSER
8050	MAHOGANY_DRESSER
8051	GILDED_DRESSER
8052	OAK_CLOCK
8053	TEAK_CLOCK
8054	GILDED_CLOCK
8055	SARADOMIN_SYMBOL
8056	ZAMORAK_SYMBOL
8057	GUTHIX_SYMBOL
8058	SARADOMIN_ICON
8059	ZAMORAK_ICON
8060	GUTHIX_ICON
8061	BOB_ICON
8062	OAK_ALTAR
8063	TEAK_ALTAR
8064	CLOTHCOVERED_ALTAR
8065	MAHOGANY_ALTAR
8066	LIMESTONE_ALTAR
8067	MARBLE_ALTAR
8068	GILDED_ALTAR
8069	WOODEN_TORCHES
8070	STEEL_TORCHES
8071	STEEL_CANDLESTICKS
8072	GOLD_CANDLESTICKS
8073	INCENSE_BURNERS
8074	MAHOGANY_BURNERS
8075	MARBLE_BURNERS
